polarity,inclusion,missing,aggregator,base,window,direction,normalizer,peerset,BKR,COP,CTRA,CVX,DVN,EOG,EXE,FANG,HAL,KMI,MPC,OXY,PSX,SLB,TRGP,VLO,WMB,XOM
orthodox,strict,worst,pmean05,ebitda,latest,level,winsor,chain,94.12,70.59,64.71,47.06,41.18,100.0,82.35,23.53,11.76,17.65,35.29,58.82,5.88,88.24,0.0,76.47,52.94,29.41
orthodox,strict,worst,geometric,ebitda,latest,level,winsor,chain,94.12,76.47,70.59,52.94,41.18,100.0,82.35,29.41,11.76,17.65,35.29,58.82,5.88,88.24,0.0,64.71,47.06,23.53
orthodox,strict,cap,arithmetic,ebitda,latest,level,winsor,chain,94.12,70.59,64.71,47.06,41.18,100.0,82.35,23.53,11.76,17.65,35.29,52.94,5.88,88.24,0.0,76.47,58.82,29.41
orthodox,strict,cap,pmean05,ebitda,latest,level,winsor,chain,94.12,70.59,64.71,47.06,41.18,100.0,82.35,23.53,11.76,17.65,35.29,58.82,5.88,88.24,0.0,76.47,52.94,29.41
orthodox,strict,cap,geometric,ebitda,latest,level,winsor,chain,94.12,76.47,70.59,52.94,41.18,100.0,82.35,29.41,11.76,17.65,35.29,58.82,5.88,88.24,0.0,64.71,47.06,23.53
orthodox,permissive,exclude,arithmetic,ebitda,latest,level,winsor,sector,52.94,70.59,58.82,23.53,35.29,100.0,82.35,0.0,11.76,88.24,17.65,5.88,29.41,76.47,94.12,41.18,64.71,47.06
orthodox,permissive,exclude,pmean05,ebitda,latest,level,winsor,sector,58.82,70.59,64.71,23.53,35.29,100.0,88.24,0.0,11.76,82.35,17.65,5.88,29.41,76.47,94.12,41.18,52.94,47.06
orthodox,permissive,exclude,geometric,ebitda,latest,level,winsor,sector,58.82,94.12,64.71,17.65,23.53,100.0,82.35,0.0,11.76,70.59,47.06,5.88,41.18,88.24,76.47,29.41,35.29,52.94
orthodox,permissive,worst,arithmetic,ebitda,latest,level,winsor,sector,41.18,88.24,76.47,70.59,64.71,100.0,94.12,58.82,35.29,5.88,17.65,52.94,29.41,47.06,11.76,23.53,0.0,82.35
orthodox,permissive,worst,pmean05,ebitda,latest,level,winsor,sector,41.18,88.24,76.47,70.59,64.71,100.0,94.12,52.94,35.29,5.88,23.53,58.82,29.41,47.06,11.76,17.65,0.0,82.35
orthodox,permissive,worst,geometric,ebitda,latest,level,winsor,sector,41.18,94.12,76.47,70.59,64.71,100.0,88.24,52.94,35.29,5.88,23.53,58.82,29.41,47.06,11.76,17.65,0.0,82.35
orthodox,permissive,cap,arithmetic,ebitda,latest,level,winsor,sector,52.94,88.24,82.35,58.82,70.59,100.0,94.12,47.06,11.76,29.41,0.0,41.18,17.65,64.71,35.29,23.53,5.88,76.47
orthodox,permissive,cap,pmean05,ebitda,latest,level,winsor,sector,52.94,88.24,82.35,58.82,64.71,100.0,94.12,29.41,5.88,41.18,11.76,35.29,17.65,70.59,47.06,23.53,0.0,76.47
orthodox,permissive,cap,geometric,ebitda,latest,level,winsor,sector,52.94,94.12,82.35,58.82,64.71,100.0,88.24,11.76,5.88,41.18,29.41,35.29,23.53,70.59,47.06,17.65,0.0,76.47
orthodox,majority,exclude,arithmetic,ebitda,latest,level,winsor,sector,82.35,76.47,47.06,23.53,58.82,100.0,94.12,0.0,17.65,64.71,11.76,41.18,5.88,88.24,70.59,29.41,52.94,35.29
orthodox,majority,exclude,pmean05,ebitda,latest,level,winsor,sector,82.35,76.47,58.82,23.53,70.59,100.0,94.12,0.0,11.76,52.94,17.65,47.06,5.88,88.24,64.71,29.41,41.18,35.29
orthodox,majority,exclude,geometric,ebitda,latest,level,winsor,sector,88.24,76.47,58.82,23.53,70.59,100.0,94.12,0.0,11.76,41.18,29.41,64.71,5.88,82.35,52.94,17.65,35.29,47.06
orthodox,majority,worst,arithmetic,ebitda,latest,level,winsor,sector,47.06,88.24,70.59,52.94,82.35,100.0,94.12,41.18,17.65,5.88,23.53,58.82,29.41,64.71,11.76,35.29,0.0,76.47
orthodox,majority,worst,pmean05,ebitda,latest,level,winsor,sector,47.06,88.24,70.59,52.94,82.35,100.0,94.12,41.18,17.65,5.88,35.29,64.71,29.41,58.82,11.76,23.53,0.0,76.47
orthodox,majority,worst,geometric,ebitda,latest,level,winsor,sector,47.06,88.24,70.59,58.82,82.35,100.0,94.12,41.18,23.53,5.88,35.29,64.71,29.41,52.94,11.76,17.65,0.0,76.47
orthodox,majority,cap,arithmetic,ebitda,latest,level,winsor,sector,76.47,88.24,64.71,47.06,70.59,100.0,94.12,29.41,17.65,23.53,11.76,52.94,5.88,82.35,35.29,41.18,0.0,58.82
orthodox,majority,cap,pmean05,ebitda,latest,level,winsor,sector,76.47,88.24,64.71,47.06,70.59,100.0,94.12,0.0,17.65,23.53,29.41,58.82,5.88,82.35,35.29,41.18,11.76,52.94
orthodox,majority,cap,geometric,ebitda,latest,level,winsor,sector,82.35,88.24,58.82,47.06,70.59,100.0,94.12,0.0,11.76,23.53,41.18,64.71,17.65,76.47,35.29,29.41,5.88,52.94
orthodox,strict,exclude,arithmetic,ebitda,latest,level,winsor,sector,94.12,47.06,52.94,17.65,64.71,70.59,100.0,29.41,11.76,23.53,35.29,76.47,5.88,88.24,0.0,82.35,58.82,41.18
orthodox,strict,exclude,pmean05,ebitda,latest,level,winsor,sector,94.12,47.06,58.82,29.41,64.71,70.59,100.0,23.53,11.76,17.65,35.29,82.35,5.88,88.24,0.0,76.47,52.94,41.18
orthodox,strict,exclude,geometric,ebitda,latest,level,winsor,sector,94.12,47.06,58.82,29.41,64.71,70.59,100.0,23.53,11.76,17.65,35.29,82.35,5.88,88.24,0.0,76.47,52.94,41.18
orthodox,strict,worst,arithmetic,ebitda,latest,level,winsor,sector,94.12,47.06,52.94,17.65,64.71,70.59,100.0,29.41,11.76,23.53,35.29,76.47,5.88,88.24,0.0,82.35,58.82,41.18
orthodox,strict,worst,pmean05,ebitda,latest,level,winsor,sector,94.12,47.06,58.82,29.41,64.71,70.59,100.0,23.53,11.76,17.65,35.29,82.35,5.88,88.24,0.0,76.47,52.94,41.18
orthodox,strict,worst,geometric,ebitda,latest,level,winsor,sector,94.12,47.06,58.82,29.41,64.71,70.59,100.0,23.53,11.76,17.65,35.29,82.35,5.88,88.24,0.0,76.47,52.94,41.18
orthodox,strict,cap,arithmetic,ebitda,latest,level,winsor,sector,94.12,47.06,52.94,17.65,64.71,70.59,100.0,29.41,11.76,23.53,35.29,76.47,5.88,88.24,0.0,82.35,58.82,41.18
orthodox,strict,cap,pmean05,ebitda,latest,level,winsor,sector,94.12,47.06,58.82,29.41,64.71,70.59,100.0,23.53,11.76,17.65,35.29,82.35,5.88,88.24,0.0,76.47,52.94,41.18
orthodox,strict,cap,geometric,ebitda,latest,level,winsor,sector,94.12,47.06,58.82,29.41,64.71,70.59,100.0,23.53,11.76,17.65,35.29,82.35,5.88,88.24,0.0,76.47,52.94,41.18
orthodox,permissive,exclude,arithmetic,ebitda,latest,level,log,subgroup,76.47,29.41,64.71,41.18,23.53,100.0,88.24,5.88,11.76,35.29,52.94,0.0,47.06,94.12,82.35,70.59,17.65,58.82
orthodox,permissive,exclude,pmean05,ebitda,latest,level,log,subgroup,76.47,52.94,64.71,41.18,23.53,100.0,88.24,11.76,5.88,35.29,29.41,0.0,58.82,94.12,82.35,70.59,17.65,47.06
orthodox,permissive,exclude,geometric,ebitda,latest,level,log,subgroup,76.47,58.82,70.59,35.29,47.06,100.0,88.24,11.76,0.0,29.41,23.53,5.88,52.94,94.12,82.35,64.71,17.65,41.18
orthodox,permissive,worst,arithmetic,ebitda,latest,level,log,subgroup,76.47,41.18,35.29,29.41,23.53,100.0,94.12,5.88,11.76,52.94,58.82,0.0,47.06,88.24,82.35,70.59,17.65,64.71
orthodox,permissive,worst,pmean05,ebitda,latest,level,log,subgroup,76.47,70.59,47.06,29.41,23.53,100.0,94.12,11.76,5.88,41.18,35.29,0.0,52.94,88.24,82.35,58.82,17.65,64.71
orthodox,permissive,worst,geometric,ebitda,latest,level,log,subgroup,76.47,70.59,64.71,29.41,47.06,100.0,94.12,11.76,5.88,41.18,23.53,0.0,58.82,88.24,82.35,35.29,17.65,52.94
orthodox,permissive,cap,arithmetic,ebitda,latest,level,log,subgroup,76.47,29.41,52.94,35.29,23.53,100.0,88.24,5.88,11.76,41.18,58.82,0.0,47.06,94.12,82.35,70.59,17.65,64.71
orthodox,permissive,cap,pmean05,ebitda,latest,level,log,subgroup,76.47,52.94,64.71,35.29,23.53,100.0,88.24,11.76,5.88,41.18,29.41,0.0,58.82,94.12,82.35,70.59,17.65,47.06
orthodox,permissive,cap,geometric,ebitda,latest,level,log,subgroup,76.47,64.71,70.59,35.29,47.06,100.0,88.24,11.76,0.0,29.41,23.53,5.88,52.94,94.12,82.35,58.82,17.65,41.18
orthodox,majority,exclude,arithmetic,ebitda,latest,level,log,subgroup,76.47,29.41,64.71,47.06,23.53,100.0,88.24,0.0,11.76,41.18,52.94,5.88,35.29,94.12,82.35,70.59,17.65,58.82
orthodox,majority,exclude,pmean05,ebitda,latest,level,log,subgroup,76.47,41.18,64.71,52.94,47.06,100.0,88.24,0.0,11.76,23.53,29.41,5.88,35.29,94.12,82.35,70.59,17.65,58.82
orthodox,majority,exclude,geometric,ebitda,latest,level,log,subgroup,70.59,52.94,76.47,41.18,58.82,100.0,88.24,5.88,0.0,29.41,23.53,11.76,35.29,94.12,82.35,64.71,17.65,47.06
orthodox,majority,worst,arithmetic,ebitda,latest,level,log,subgroup,76.47,29.41,52.94,47.06,23.53,100.0,88.24,5.88,11.76,41.18,58.82,0.0,35.29,94.12,82.35,70.59,17.65,64.71
orthodox,majority,worst,pmean05,ebitda,latest,level,log,subgroup,76.47,47.06,64.71,52.94,23.53,100.0,88.24,5.88,11.76,29.41,35.29,0.0,41.18,94.12,82.35,70.59,17.65,58.82
orthodox,majority,worst,geometric,ebitda,latest,level,log,subgroup,76.47,58.82,70.59,47.06,41.18,100.0,88.24,11.76,0.0,29.41,23.53,5.88,35.29,94.12,82.35,64.71,17.65,52.94
orthodox,majority,cap,arithmetic,ebitda,latest,level,log,subgroup,76.47,29.41,58.82,47.06,23.53,100.0,88.24,5.88,11.76,41.18,52.94,0.0,35.29,94.12,82.35,70.59,17.65,64.71
orthodox,majority,cap,pmean05,ebitda,latest,level,log,subgroup,76.47,47.06,64.71,52.94,41.18,100.0,88.24,5.88,11.76,23.53,29.41,0.0,35.29,94.12,82.35,70.59,17.65,58.82
orthodox,majority,cap,geometric,ebitda,latest,level,log,subgroup,70.59,52.94,76.47,41.18,58.82,100.0,88.24,5.88,0.0,29.41,23.53,11.76,35.29,94.12,82.35,64.71,17.65,47.06
orthodox,strict,exclude,arithmetic,ebitda,latest,level,log,subgroup,82.35,52.94,47.06,64.71,11.76,94.12,88.24,0.0,5.88,29.41,41.18,17.65,35.29,100.0,70.59,76.47,23.53,58.82
orthodox,strict,exclude,pmean05,ebitda,latest,level,log,subgroup,82.35,52.94,58.82,64.71,11.76,94.12,88.24,5.88,0.0,23.53,35.29,29.41,41.18,100.0,70.59,76.47,17.65,47.06
orthodox,strict,exclude,geometric,ebitda,latest,level,log,subgroup,82.35,64.71,76.47,70.59,29.41,94.12,88.24,5.88,0.0,11.76,23.53,35.29,41.18,100.0,52.94,58.82,17.65,47.06
orthodox,strict,worst,arithmetic,ebitda,latest,level,log,subgroup,82.35,52.94,47.06,64.71,11.76,94.12,88.24,0.0,5.88,29.41,41.18,17.65,35.29,100.0,70.59,76.47,23.53,58.82
orthodox,strict,worst,pmean05,ebitda,latest,level,log,subgroup,82.35,52.94,58.82,64.71,11.76,94.12,88.24,5.88,0.0,23.53,35.29,29.41,41.18,100.0,70.59,76.47,17.65,47.06
orthodox,strict,worst,geometric,ebitda,latest,level,log,subgroup,82.35,64.71,76.47,70.59,29.41,94.12,88.24,5.88,0.0,11.76,23.53,35.29,41.18,100.0,52.94,58.82,17.65,47.06
orthodox,strict,cap,arithmetic,ebitda,latest,level,log,subgroup,82.35,52.94,47.06,64.71,11.76,94.12,88.24,0.0,5.88,29.41,41.18,17.65,35.29,100.0,70.59,76.47,23.53,58.82
orthodox,strict,cap,pmean05,ebitda,latest,level,log,subgroup,82.35,52.94,58.82,64.71,11.76,94.12,88.24,5.88,0.0,23.53,35.29,29.41,41.18,100.0,70.59,76.47,17.65,47.06
orthodox,strict,cap,geometric,ebitda,latest,level,log,subgroup,82.35,64.71,76.47,70.59,29.41,94.12,88.24,5.88,0.0,11.76,23.53,35.29,41.18,100.0,52.94,58.82,17.65,47.06
orthodox,permissive,exclude,arithmetic,ebitda,latest,level,log,chain,82.35,35.29,58.82,17.65,23.53,94.12,88.24,5.88,11.76,76.47,29.41,0.0,47.06,100.0,70.59,64.71,52.94,41.18
orthodox,permissive,exclude,pmean05,ebitda,latest,level,log,chain,82.35,47.06,58.82,17.65,23.53,94.12,88.24,5.88,11.76,64.71,29.41,0.0,52.94,100.0,76.47,70.59,35.29,41.18
orthodox,permissive,exclude,geometric,ebitda,latest,level,log,chain,82.35,52.94,58.82,17.65,29.41,94.12,88.24,5.88,11.76,64.71,35.29,0.0,47.06,100.0,76.47,70.59,23.53,41.18
orthodox,permissive,worst,arithmetic,ebitda,latest,level,log,chain,76.47,70.59,64.71,41.18,52.94,100.0,94.12,29.41,17.65,5.88,35.29,23.53,47.06,88.24,11.76,58.82,0.0,82.35
orthodox,permissive,worst,pmean05,ebitda,latest,level,log,chain,64.71,82.35,70.59,41.18,58.82,100.0,94.12,29.41,17.65,5.88,35.29,23.53,47.06,88.24,11.76,52.94,0.0,76.47
orthodox,permissive,worst,geometric,ebitda,latest,level,log,chain,58.82,82.35,70.59,52.94,64.71,100.0,94.12,29.41,17.65,5.88,35.29,23.53,47.06,88.24,11.76,41.18,0.0,76.47
orthodox,permissive,cap,arithmetic,ebitda,latest,level,log,chain,82.35,58.82,70.59,23.53,35.29,94.12,88.24,11.76,5.88,41.18,29.41,0.0,52.94,100.0,47.06,76.47,17.65,64.71
orthodox,permissive,cap,pmean05,ebitda,latest,level,log,chain,82.35,64.71,70.59,23.53,41.18,94.12,88.24,11.76,5.88,35.29,29.41,0.0,52.94,100.0,47.06,76.47,17.65,58.82
orthodox,permissive,cap,geometric,ebitda,latest,level,log,chain,82.35,76.47,70.59,23.53,41.18,94.12,88.24,5.88,11.76,29.41,35.29,0.0,58.82,100.0,47.06,64.71,17.65,52.94
orthodox,majority,exclude,arithmetic,ebitda,latest,level,log,chain,100.0,29.41,41.18,17.65,23.53,64.71,58.82,5.88,0.0,76.47,70.59,11.76,47.06,88.24,52.94,94.12,82.35,35.29
orthodox,majority,exclude,pmean05,ebitda,latest,level,log,chain,100.0,35.29,41.18,17.65,29.41,76.47,64.71,5.88,0.0,58.82,70.59,11.76,47.06,88.24,52.94,94.12,82.35,23.53
orthodox,majority,exclude,geometric,ebitda,latest,level,log,chain,100.0,47.06,52.94,17.65,35.29,82.35,64.71,5.88,0.0,58.82,70.59,11.76,41.18,88.24,29.41,94.12,76.47,23.53
orthodox,majority,worst,arithmetic,ebitda,latest,level,log,chain,100.0,29.41,41.18,17.65,23.53,64.71,58.82,11.76,0.0,76.47,70.59,5.88,47.06,88.24,52.94,94.12,82.35,35.29
orthodox,majority,worst,pmean05,ebitda,latest,level,log,chain,100.0,35.29,41.18,17.65,23.53,76.47,64.71,5.88,0.0,58.82,70.59,11.76,47.06,88.24,52.94,94.12,82.35,29.41
orthodox,majority,worst,geometric,ebitda,latest,level,log,chain,100.0,52.94,47.06,17.65,23.53,82.35,64.71,5.88,0.0,58.82,70.59,11.76,41.18,88.24,35.29,94.12,76.47,29.41
orthodox,majority,cap,arithmetic,ebitda,latest,level,log,chain,100.0,29.41,41.18,17.65,23.53,64.71,58.82,5.88,0.0,76.47,70.59,11.76,47.06,88.24,52.94,94.12,82.35,35.29
orthodox,majority,cap,pmean05,ebitda,latest,level,log,chain,100.0,35.29,41.18,17.65,29.41,76.47,64.71,5.88,0.0,58.82,70.59,11.76,47.06,88.24,52.94,94.12,82.35,23.53
orthodox,majority,cap,geometric,ebitda,latest,level,log,chain,100.0,47.06,52.94,17.65,35.29,82.35,64.71,5.88,0.0,58.82,70.59,11.76,41.18,88.24,29.41,94.12,76.47,23.53
orthodox,strict,exclude,arithmetic,ebitda,latest,level,log,chain,100.0,70.59,64.71,47.06,41.18,88.24,82.35,29.41,11.76,23.53,17.65,52.94,0.0,94.12,5.88,76.47,58.82,35.29
orthodox,strict,exclude,pmean05,ebitda,latest,level,log,chain,100.0,70.59,64.71,47.06,41.18,94.12,82.35,35.29,11.76,17.65,23.53,52.94,0.0,88.24,5.88,76.47,58.82,29.41
orthodox,strict,exclude,geometric,ebitda,latest,level,log,chain,100.0,64.71,70.59,47.06,41.18,94.12,82.35,35.29,11.76,17.65,29.41,58.82,5.88,88.24,0.0,76.47,52.94,23.53
orthodox,strict,worst,arithmetic,ebitda,latest,level,log,chain,100.0,70.59,64.71,47.06,41.18,88.24,82.35,29.41,11.76,23.53,17.65,52.94,0.0,94.12,5.88,76.47,58.82,35.29
orthodox,strict,worst,pmean05,ebitda,latest,level,log,chain,100.0,70.59,64.71,47.06,41.18,94.12,82.35,35.29,11.76,17.65,23.53,52.94,0.0,88.24,5.88,76.47,58.82,29.41
orthodox,strict,worst,geometric,ebitda,latest,level,log,chain,100.0,64.71,70.59,47.06,41.18,94.12,82.35,35.29,11.76,17.65,29.41,58.82,5.88,88.24,0.0,76.47,52.94,23.53
orthodox,strict,cap,arithmetic,ebitda,latest,level,log,chain,100.0,70.59,64.71,47.06,41.18,88.24,82.35,29.41,11.76,23.53,17.65,52.94,0.0,94.12,5.88,76.47,58.82,35.29
orthodox,strict,cap,pmean05,ebitda,latest,level,log,chain,100.0,70.59,64.71,47.06,41.18,94.12,82.35,35.29,11.76,17.65,23.53,52.94,0.0,88.24,5.88,76.47,58.82,29.41
orthodox,strict,cap,geometric,ebitda,latest,level,log,chain,100.0,64.71,70.59,47.06,41.18,94.12,82.35,35.29,11.76,17.65,29.41,58.82,5.88,88.24,0.0,76.47,52.94,23.53
orthodox,permissive,exclude,arithmetic,ebitda,latest,level,log,sector,64.71,47.06,52.94,29.41,35.29,100.0,88.24,23.53,11.76,82.35,0.0,17.65,5.88,76.47,94.12,41.18,70.59,58.82
orthodox,permissive,exclude,pmean05,ebitda,latest,level,log,sector,58.82,64.71,52.94,29.41,35.29,100.0,88.24,5.88,17.65,82.35,0.0,11.76,23.53,76.47,94.12,41.18,70.59,47.06
orthodox,permissive,exclude,geometric,ebitda,latest,level,log,sector,58.82,70.59,52.94,29.41,35.29,100.0,88.24,0.0,11.76,76.47,17.65,5.88,23.53,82.35,94.12,41.18,64.71,47.06
orthodox,permissive,worst,arithmetic,ebitda,latest,level,log,sector,41.18,82.35,76.47,70.59,64.71,94.12,100.0,58.82,35.29,17.65,5.88,52.94,11.76,47.06,23.53,29.41,0.0,88.24
orthodox,permissive,worst,pmean05,ebitda,latest,level,log,sector,41.18,88.24,76.47,70.59,64.71,100.0,94.12,58.82,35.29,5.88,11.76,52.94,23.53,47.06,17.65,29.41,0.0,82.35
orthodox,permissive,worst,geometric,ebitda,latest,level,log,sector,41.18,88.24,70.59,76.47,64.71,100.0,94.12,52.94,35.29,5.88,17.65,58.82,23.53,47.06,11.76,29.41,0.0,82.35
orthodox,permissive,cap,arithmetic,ebitda,latest,level,log,sector,52.94,82.35,76.47,58.82,64.71,100.0,94.12,41.18,11.76,35.29,0.0,29.41,5.88,70.59,47.06,23.53,17.65,88.24
orthodox,permissive,cap,pmean05,ebitda,latest,level,log,sector,47.06,88.24,70.59,58.82,64.71,100.0,94.12,29.41,11.76,41.18,0.0,35.29,5.88,76.47,52.94,23.53,17.65,82.35
orthodox,permissive,cap,geometric,ebitda,latest,level,log,sector,47.06,88.24,70.59,52.94,58.82,100.0,94.12,17.65,11.76,41.18,0.0,23.53,5.88,82.35,64.71,29.41,35.29,76.47
orthodox,majority,exclude,arithmetic,ebitda,latest,level,log,sector,82.35,47.06,41.18,17.65,35.29,94.12,100.0,23.53,11.76,70.59,0.0,52.94,5.88,88.24,76.47,29.41,64.71,58.82
orthodox,majority,exclude,pmean05,ebitda,latest,level,log,sector,82.35,64.71,41.18,23.53,35.29,94.12,100.0,17.65,11.76,70.59,5.88,47.06,0.0,88.24,76.47,29.41,58.82,52.94
orthodox,majority,exclude,geometric,ebitda,latest,level,log,sector,82.35,70.59,35.29,23.53,47.06,94.12,100.0,11.76,17.65,58.82,5.88,64.71,0.0,88.24,76.47,29.41,41.18,52.94
orthodox,majority,worst,arithmetic,ebitda,latest,level,log,sector,52.94,82.35,70.59,41.18,76.47,94.12,100.0,47.06,29.41,5.88,17.65,58.82,23.53,64.71,11.76,35.29,0.0,88.24
orthodox,majority,worst,pmean05,ebitda,latest,level,log,sector,41.18,88.24,70.59,52.94,76.47,94.12,100.0,47.06,29.41,5.88,17.65,64.71,23.53,58.82,11.76,35.29,0.0,82.35
orthodox,majority,worst,geometric,ebitda,latest,level,log,sector,41.18,88.24,64.71,58.82,76.47,94.12,100.0,47.06,17.65,5.88,29.41,70.59,23.53,52.94,11.76,35.29,0.0,82.35
orthodox,majority,cap,arithmetic,ebitda,latest,level,log,sector,82.35,70.59,64.71,29.41,52.94,94.12,100.0,35.29,11.76,23.53,0.0,58.82,5.88,88.24,47.06,41.18,17.65,76.47
orthodox,majority,cap,pmean05,ebitda,latest,level,log,sector,82.35,76.47,52.94,35.29,58.82,94.12,100.0,23.53,11.76,29.41,5.88,64.71,0.0,88.24,47.06,41.18,17.65,70.59
orthodox,majority,cap,geometric,ebitda,latest,level,log,sector,82.35,76.47,52.94,35.29,58.82,94.12,100.0,17.65,11.76,29.41,5.88,70.59,0.0,88.24,47.06,41.18,23.53,64.71
orthodox,strict,exclude,arithmetic,ebitda,latest,level,log,sector,94.12,41.18,58.82,23.53,52.94,70.59,100.0,29.41,5.88,35.29,17.65,76.47,0.0,88.24,11.76,82.35,64.71,47.06
orthodox,strict,exclude,pmean05,ebitda,latest,level,log,sector,94.12,41.18,52.94,35.29,58.82,70.59,100.0,23.53,11.76,29.41,17.65,76.47,0.0,88.24,5.88,82.35,64.71,47.06
orthodox,strict,exclude,geometric,ebitda,latest,level,log,sector,94.12,41.18,52.94,29.41,58.82,70.59,100.0,23.53,11.76,17.65,35.29,82.35,0.0,88.24,5.88,76.47,64.71,47.06
orthodox,strict,worst,arithmetic,ebitda,latest,level,log,sector,94.12,41.18,58.82,23.53,52.94,70.59,100.0,29.41,5.88,35.29,17.65,76.47,0.0,88.24,11.76,82.35,64.71,47.06
orthodox,strict,worst,pmean05,ebitda,latest,level,log,sector,94.12,41.18,52.94,35.29,58.82,70.59,100.0,23.53,11.76,29.41,17.65,76.47,0.0,88.24,5.88,82.35,64.71,47.06
orthodox,strict,worst,geometric,ebitda,latest,level,log,sector,94.12,41.18,52.94,29.41,58.82,70.59,100.0,23.53,11.76,17.65,35.29,82.35,0.0,88.24,5.88,76.47,64.71,47.06
orthodox,strict,cap,arithmetic,ebitda,latest,level,log,sector,94.12,41.18,58.82,23.53,52.94,70.59,100.0,29.41,5.88,35.29,17.65,76.47,0.0,88.24,11.76,82.35,64.71,47.06
orthodox,strict,cap,pmean05,ebitda,latest,level,log,sector,94.12,41.18,52.94,35.29,58.82,70.59,100.0,23.53,11.76,29.41,17.65,76.47,0.0,88.24,5.88,82.35,64.71,47.06
orthodox,strict,cap,geometric,ebitda,latest,level,log,sector,94.12,41.18,52.94,29.41,58.82,70.59,100.0,23.53,11.76,17.65,35.29,82.35,0.0,88.24,5.88,76.47,64.71,47.06
orthodox,permissive,exclude,arithmetic,ebitda,latest,level,elasticity,subgroup,76.47,29.41,64.71,35.29,23.53,100.0,88.24,5.88,11.76,41.18,58.82,0.0,47.06,94.12,82.35,70.59,17.65,52.94
orthodox,permissive,exclude,pmean05,ebitda,latest,level,elasticity,subgroup,76.47,47.06,64.71,41.18,23.53,100.0,88.24,11.76,5.88,35.29,29.41,0.0,52.94,94.12,82.35,70.59,17.65,58.82
orthodox,permissive,exclude,geometric,ebitda,latest,level,elasticity,subgroup,76.47,58.82,70.59,35.29,41.18,100.0,88.24,11.76,0.0,29.41,23.53,5.88,47.06,94.12,82.35,64.71,17.65,52.94
orthodox,permissive,worst,arithmetic,ebitda,latest,level,elasticity,subgroup,76.47,41.18,35.29,29.41,23.53,100.0,94.12,5.88,11.76,52.94,64.71,0.0,47.06,88.24,82.35,70.59,17.65,58.82
orthodox,permissive,worst,pmean05,ebitda,latest,level,elasticity,subgroup,76.47,64.71,47.06,29.41,23.53,100.0,94.12,11.76,5.88,41.18,35.29,0.0,52.94,88.24,82.35,58.82,17.65,70.59
orthodox,permissive,worst,geometric,ebitda,latest,level,elasticity,subgroup,76.47,70.59,58.82,29.41,47.06,100.0,94.12,11.76,5.88,41.18,23.53,0.0,52.94,88.24,82.35,35.29,17.65,64.71
orthodox,permissive,cap,arithmetic,ebitda,latest,level,elasticity,subgroup,76.47,35.29,52.94,29.41,23.53,100.0,88.24,5.88,11.76,41.18,64.71,0.0,47.06,94.12,82.35,70.59,17.65,58.82
orthodox,permissive,cap,pmean05,ebitda,latest,level,elasticity,subgroup,76.47,47.06,64.71,35.29,23.53,100.0,88.24,11.76,5.88,41.18,29.41,0.0,52.94,94.12,82.35,70.59,17.65,58.82
orthodox,permissive,cap,geometric,ebitda,latest,level,elasticity,subgroup,76.47,64.71,70.59,35.29,41.18,100.0,88.24,11.76,0.0,29.41,23.53,5.88,47.06,94.12,82.35,58.82,17.65,52.94
orthodox,majority,exclude,arithmetic,ebitda,latest,level,elasticity,subgroup,76.47,29.41,64.71,47.06,23.53,100.0,88.24,0.0,11.76,41.18,52.94,5.88,35.29,94.12,82.35,70.59,17.65,58.82
orthodox,majority,exclude,pmean05,ebitda,latest,level,elasticity,subgroup,76.47,41.18,64.71,52.94,47.06,100.0,88.24,0.0,11.76,23.53,29.41,5.88,35.29,94.12,82.35,70.59,17.65,58.82
orthodox,majority,exclude,geometric,ebitda,latest,level,elasticity,subgroup,64.71,41.18,76.47,47.06,52.94,100.0,88.24,5.88,0.0,29.41,23.53,11.76,35.29,94.12,82.35,58.82,17.65,70.59
orthodox,majority,worst,arithmetic,ebitda,latest,level,elasticity,subgroup,76.47,29.41,52.94,47.06,23.53,100.0,88.24,5.88,11.76,41.18,58.82,0.0,35.29,94.12,82.35,70.59,17.65,64.71
orthodox,majority,worst,pmean05,ebitda,latest,level,elasticity,subgroup,76.47,47.06,58.82,52.94,23.53,100.0,88.24,5.88,11.76,29.41,35.29,0.0,41.18,94.12,82.35,70.59,17.65,64.71
orthodox,majority,worst,geometric,ebitda,latest,level,elasticity,subgroup,70.59,47.06,64.71,52.94,41.18,100.0,88.24,11.76,0.0,29.41,23.53,5.88,35.29,94.12,82.35,58.82,17.65,76.47
orthodox,majority,cap,arithmetic,ebitda,latest,level,elasticity,subgroup,76.47,29.41,58.82,47.06,23.53,100.0,88.24,5.88,11.76,41.18,52.94,0.0,35.29,94.12,82.35,70.59,17.65,64.71
